,player_name,touches,year
2, Steven N'Zonzi,2419,2013/2014
3, Morgan Schneiderlin,2407,2013/2014
4, Geoff Cameron,2388,2013/2014
5, Michael Carrick,2376,2013/2014
6, Seamus Coleman,2365,2013/2014
7, Chico Flores,2353,2013/2014
8, David Silva,2328,2013/2014
9, Adam Lallana,2303,2013/2014
10, Jonathan de Guzmán,2300,2013/2014
11, Eden Hazard,2298,2013/2014
12, Mile Jedinak,2292,2013/2014
13, Steven Davis,2277,2013/2014
14, Glen Johnson,2267,2013/2014
15, Fabian Delph,2215,2013/2014
16, Gary Medel,2191,2013/2014
17, James McCarthy,2190,2013/2014
18, Patrice Evra,2186,2013/2014
19, Per Mertesacker,2164,2013/2014
0, Erik Pieters,2161,2013/2014
1, Dejan Lovren,2155,2013/2014
2, Luis Suárez,2152,2013/2014
3, Kyle Walker,2151,2013/2014
4, Joel Ward,2134,2013/2014
5, Jake Livermore,2130,2013/2014
6, Fernandinho,2116,2013/2014
7, Jonjo Shelvey,2113,2013/2014
8, John Terry,2104,2013/2014
9, Sylvain Distin,2095,2013/2014
10, Steve Sidwell,2094,2013/2014
11, Mesut Özil,2063,2013/2014
12, Coutinho,2062,2013/2014
13, Ashley Westwood,2060,2013/2014
14, Michael Dawson,2048,2013/2014
15, Moussa Sissoko,2046,2013/2014
16, Liam Ridgewell,2031,2013/2014
17, Martin Olsson,2003,2013/2014
18, César Azpilicueta,1997,2013/2014
19, Russell Martin,1986,2013/2014
0, Wayne Rooney,1975,2013/2014
1, Robert Snodgrass,1954,2013/2014
2, Sascha Riether,1940,2013/2014
3, Aaron Ramsey,1936,2013/2014
4, Mathieu Debuchy,1933,2013/2014
5, Steven Caulker,1921,2013/2014
6, Maynor Figueroa,1917,2013/2014
7, Ramires,1917,2013/2014
8, Peter Whittingham,1873,2013/2014
9, Phil Jagielka,1839,2013/2014
10, Leon Osman,1831,2013/2014
11, Juan Mata,1828,2013/2014
12, Ryan Shawcross,1828,2013/2014
13, Leandro Bacuna,1826,2013/2014
14, Oscar,1812,2013/2014
15, Scott Parker,1810,2013/2014
16, Martín Demichelis,1802,2013/2014
17, Bradley Johnson,1783,2013/2014
18, Leon Britton,1771,2013/2014
19, Laurent Koscielny,1770,2013/2014
0, Glenn Whelan,1764,2013/2014
1, Curtis Davies,1761,2013/2014
2, Ross Barkley,1758,2013/2014
3, Vurnon Anita,1745,2013/2014
4, Kieran Gibbs,1739,2013/2014
5, Olivier Giroud,1736,2013/2014
6, Lucas Leiva,1734,2013/2014
7, Wayne Routledge,1726,2013/2014
8, Kévin Théophile-Catherine,1706,2013/2014
9, Paulinho,1704,2013/2014
10, Brad Guzan,1699,2013/2014
11, Gary Cahill,1695,2013/2014
12, Aleksandar Kolarov,1686,2013/2014
13, Davide Santon,1677,2013/2014
14, José Cañas,1659,2013/2014
15, James Morrison,1646,2013/2014
16, Christian Eriksen,1637,2013/2014
17, Guy Demel,1636,2013/2014
18, Jack Cork,1630,2013/2014
19, John O'Shea,1625,2013/2014
0, Liam Rosenior,1623,2013/2014
1, Jason Puncheon,1621,2013/2014
2, Marc Wilson,1600,2013/2014
3, Danny Rose,1592,2013/2014
4, Jack Wilshere,1586,2013/2014
5, Chris Brunt,1585,2013/2014
6, Leroy Fer,1571,2013/2014
7, Nathaniel Clyne,1563,2013/2014
8, Antonio Valencia,1563,2013/2014
9, Ron Vlaar,1554,2013/2014
10, David Marshall,1551,2013/2014
11, Phil Jones,1549,2013/2014
12, Tim Howard,1546,2013/2014
13, Kyle Naughton,1536,2013/2014
14, Rickie Lambert,1533,2013/2014
15, John Ruddy,1532,2013/2014
16, Phil Bardsley,1526,2013/2014
17, Mike Williamson,1517,2013/2014
18, Vincent Kompany,1513,2013/2014
19, Raheem Sterling,1507,2013/2014
0, Ben Turner,1507,2013/2014
1, Ki Sung-yueng,1504,2013/2014
2, Yoan Gouffran,1501,2013/2014
3, Jordon Mutch,1497,2013/2014
4, Chris Smalling,1497,2013/2014
5, Jonas Olsson,1493,2013/2014
6, Mousa Dembélé,1488,2013/2014
7, Stewart Downing,1488,2013/2014
8, Calum Chambers,1481,2013/2014
9, Nemanja Vidic,1477,2013/2014
10, Tim Krul,1470,2013/2014
11, Kieran Richardson,1466,2013/2014
12, Gaël Clichy,1465,2013/2014
13, Jesús Navas,1461,2013/2014
14, Wojciech Szczesny,1459,2013/2014
15, Jan Vertonghen,1450,2013/2014
16, Jonny Howson,1445,2013/2014
17, Sebastian Larsson,1439,2013/2014
18, Marko Arnautovic,1432,2013/2014
19, Jack Colback,1432,2013/2014
0, Damien Delaney,1431,2013/2014
1, Fabricio Coloccini,1426,2013/2014
2, Willian,1419,2013/2014
3, Jon Flanagan,1416,2013/2014
4, James Ward-Prowse,1415,2013/2014
5, Gareth McAuley,1412,2013/2014
6, Simon Mignolet,1405,2013/2014
7, Peter Crouch,1401,2013/2014
8, Victor Wanyama,1398,2013/2014
9, Mathieu Flamini,1390,2013/2014
10, Vito Mannone,1388,2013/2014
11, Pablo Hernández,1382,2013/2014
12, Marouane Chamakh,1379,2013/2014
13, Tom Cleverley,1373,2013/2014
14, Frank Lampard,1373,2013/2014
15, Charlie Adam,1370,2013/2014
16, Julian Speroni,1370,2013/2014
17, Marouane Fellaini,1347,2013/2014
18, Tomas Rosicky,1344,2013/2014
19, David Meyler,1340,2013/2014
0, James Tomkins,1338,2013/2014
1, Hugo Lloris,1337,2013/2014
2, Adam Johnson,1336,2013/2014
3, Jay Rodriguez,1327,2013/2014
4, Yohan Cabaye,1326,2013/2014
5, Morgan Amalfitano,1309,2013/2014
6, Ciaran Clark,1307,2013/2014
7, Wilfried Bony,1300,2013/2014
8, Kevin Mirallas,1299,2013/2014
9, Nathan Redmond,1297,2013/2014
10, Mohamed Diamé,1293,2013/2014
11, Claudio Yacob,1279,2013/2014
12, Asmir Begovic,1276,2013/2014
13, Stéphane Sessegnon,1269,2013/2014
14, Nemanja Matic,1250,2013/2014
15, Christian Benteke,1242,2013/2014
16, Nathan Dyer,1232,2013/2014
17, Steven Pienaar,1232,2013/2014
18, Mamadou Sakho,1221,2013/2014
19, Romelu Lukaku,1217,2013/2014
0, Artur Boruc,1209,2013/2014
1, Sebastien Bassong,1206,2013/2014
2, David De Gea,1201,2013/2014
3, Pajtim Kasami,1191,2013/2014
4, Billy Jones,1189,2013/2014
5, Rafael,1188,2013/2014
6, Wes Brown,1186,2013/2014
7, Peter Odemwingie,1186,2013/2014
8, Lewis Holtby,1181,2013/2014
9, George McCartney,1181,2013/2014
10, Adrian Mariappa,1164,2013/2014
11, Javi García,1159,2013/2014
12, Marcos Alonso,1145,2013/2014
13, Aaron Lennon,1143,2013/2014
14, Emmanuel Adebayor,1142,2013/2014
15, Daniel Sturridge,1137,2013/2014
16, Brede Hangeland,1136,2013/2014
17, Yannick Bolasie,1130,2013/2014
18, Lee Cattermole,1126,2013/2014
19, Adnan Januzaj,1122,2013/2014
0, Matthew Lowton,1114,2013/2014
1, Alexander Tettey,1112,2013/2014
2, Joe Allen,1110,2013/2014
3, James Milner,1106,2013/2014
4, Nathan Baker,1093,2013/2014
5, Petr Cech,1084,2013/2014
6, David Luiz,1083,2013/2014
7, Andreas Weimann,1081,2013/2014
8, Nacho Monreal,1075,2013/2014
9, Fernando Amorebieta,1073,2013/2014
10, Ashley Cole,1072,2013/2014
11, Kevin Nolan,1072,2013/2014
12, Fabio Borini,1061,2013/2014
13, Karim El Ahmadi,1061,2013/2014
14, Steven Whittaker,1057,2013/2014
15, Nacer Chadli,1050,2013/2014
16, Edin Dzeko,1047,2013/2014
17, Jonny Evans,1041,2013/2014
18, Joe Hart,1032,2013/2014
19, Kagisho Dikgacoi,1031,2013/2014
0, Kim Bo-Kyung,1030,2013/2014
1, John Stones,1029,2013/2014
2, John Arne Riise,1028,2013/2014
3, Daniel Agger,1027,2013/2014
4, Jonathan Walters,1026,2013/2014
5, James Chester,1017,2013/2014
6, Kolo Touré,1014,2013/2014
7, Ryan Bertrand,1012,2013/2014
8, James Collins,1005,2013/2014
9, Fraizer Campbell,1002,2013/2014
10, Vlad Chiriches,1001,2013/2014
11, Mapou Yanga-Mbiwa,994,2013/2014
12, Michael Turner,993,2013/2014
13, Andrew Taylor,986,2013/2014
14, Gabriel Agbonlahor,967,2013/2014
15, Shane Long,960,2013/2014
16, Hatem Ben Arfa,950,2013/2014
17, Stephen Ireland,944,2013/2014
18, Loïc Remy,937,2013/2014
19, Andros Townsend,927,2013/2014
0, Dean Moxey,920,2013/2014
1, Ondrej Celustka,916,2013/2014
2, Dimitar Berbatov,906,2013/2014
3, Shinji Kagawa,900,2013/2014
4, Michel Vorm,894,2013/2014
5, Paul Dummett,882,2013/2014
6, Ben Foster,879,2013/2014
7, Steven Reid,873,2013/2014
8, Allan McGregor,869,2013/2014
9, Sergio Agüero,868,2013/2014
10, Jordi Amat,868,2013/2014
11, Ashkan Dejagah,868,2013/2014
12, André Schürrle,863,2013/2014
13, Antonio Luna,857,2013/2014
14, Razvan Rat,851,2013/2014
15, John Obi Mikel,846,2013/2014
16, Álex Pozuelo,843,2013/2014
17, Nabil Bentaleb,842,2013/2014
18, Danny Welbeck,835,2013/2014
19, Saido Berahino,832,2013/2014
0, Roberto Soldado,832,2013/2014
1, David Stockdale,832,2013/2014
2, Emanuele Giaccherini,831,2013/2014
3, Winston Reid,823,2013/2014
4, Álvaro Negredo,822,2013/2014
5, Lukas Podolski,814,2013/2014
6, Danny Gabbidon,808,2013/2014
7, Maarten Stekelenburg,806,2013/2014
8, Steven Naismith,802,2013/2014
9, Joey O'Brien,787,2013/2014
10, Declan John,781,2013/2014
11, Fabio,779,2013/2014
12, Matthew Taylor,779,2013/2014
13, Aly Cissokho,777,2013/2014
14, Gylfi Sigurdsson,776,2013/2014
15, Adrián,774,2013/2014
16, Matthew Jarvis,769,2013/2014
17, Fernando Torres,768,2013/2014
18, Darren Fletcher,763,2013/2014
19, Aron Gunnarsson,760,2013/2014
0, Gary Hooper,759,2013/2014
1, Ashley Young,759,2013/2014
2, Matija Nastasic,757,2013/2014
3, Jozy Altidore,753,2013/2014
4, Craig Bellamy,747,2013/2014
5, Marc Albrighton,745,2013/2014
6, Cameron Jerome,743,2013/2014
7, Ravel Morrison,736,2013/2014
8, Yannick Sagbo,733,2013/2014
9, Younes Kaboul,728,2013/2014
10, Graham Dorrans,726,2013/2014
11, Rio Ferdinand,722,2013/2014
12, Nikica Jelavic,720,2013/2014
13, Shola Ameobi,706,2013/2014
14, George Boyd,706,2013/2014
15, Robert Koren,699,2013/2014
16, Johan Elmander,698,2013/2014
17, Papiss Demba Cissé,694,2013/2014
18, Ryan Bennett,692,2013/2014
19, Michu,684,2013/2014
0, Alex Bruce,679,2013/2014
1, Dwight Tiendalli,659,2013/2014
2, Robin van Persie,659,2013/2014
3, Santiago Vergini,653,2013/2014
4, Alexander Kacaniklic,636,2013/2014
5, Joe Ledley,635,2013/2014
6, Craig Noone,633,2013/2014
7, John Heitinga,628,2013/2014
8, Jussi Jääskeläinen,627,2013/2014
9, Sandro,619,2013/2014
10, Wes Hoolahan,615,2013/2014
11, Carl Jenkinson,610,2013/2014
12, Andy Carroll,607,2013/2014
13, Aaron Hughes,604,2013/2014
14, Barry Bannan,601,2013/2014
15, Victor Anichebe,596,2013/2014
16, Liam Bridcutt,593,2013/2014
17, Philippe Senderos,589,2013/2014
18, Oussama Assaidi,581,2013/2014
19, Gerard Deulofeu,581,2013/2014
0, Sone Aluko,577,2013/2014
1, Giorgos Karagounis,572,2013/2014
2, Marc Muniesa,572,2013/2014
3, Etienne Capoue,567,2013/2014
4, Robbie Brady,561,2013/2014
5, Samuel Eto'o,550,2013/2014
6, Bryan Ruiz,550,2013/2014
7, Robert Huth,531,2013/2014
8, Joleon Lescott,529,2013/2014
9, Bryan Oviedo,521,2013/2014
10, Thomas Vermaelen,515,2013/2014
11, Boaz Myhill,512,2013/2014
12, Don Cowie,506,2013/2014
13, Gastón Ramírez,499,2013/2014
14, Alex Oxlade-Chamberlain,489,2013/2014
15, Nani,485,2013/2014
16, Craig Dawson,479,2013/2014
17, Steven Fletcher,477,2013/2014
18, José Enrique,476,2013/2014
19, Ricky van Wolfswinkel,463,2013/2014
0, Nicolas Anelka,460,2013/2014
1, Scott Dann,454,2013/2014
2, Theo Walcott,454,2013/2014
3, Maya Yoshida,454,2013/2014
4, Kenwyne Jones,452,2013/2014
5, Adel Taarabt,451,2013/2014
6, Victor Moses,439,2013/2014
7, Steve Harper,432,2013/2014
8, Craig Gardner,430,2013/2014
9, Neil Taylor,423,2013/2014
10, Valentin Roberge,419,2013/2014
11, Connor Wickham,416,2013/2014
12, Alexander Büttner,412,2013/2014
13, Anthony Pilkington,408,2013/2014
14, Gerhard Tremmel,405,2013/2014
15, Joe Cole,400,2013/2014
16, Stephen Quinn,400,2013/2014
17, Carlton Cole,397,2013/2014
18, Paul McShane,392,2013/2014
19, Ryan Giggs,389,2013/2014
0, Antolin Alcaraz,381,2013/2014
1, Luuk de Jong,381,2013/2014
2, Jonathan Parr,380,2013/2014
3, Danny Graham,374,2013/2014
4, Pablo Daniel Osvaldo,371,2013/2014
5, Modibo Maiga,367,2013/2014
6, Roland Lamah,365,2013/2014
7, Wilfried Zaha,365,2013/2014
8, Modibo Diakité,364,2013/2014
9, Mohamed Salah,360,2013/2014
10, Serge Gnabry,356,2013/2014
11, Darren Bent,355,2013/2014
12, Mats Møller Dæhli,354,2013/2014
13, Keiren Westwood,352,2013/2014
14, Ezekiel Fryers,351,2013/2014
15, Massadio Haidara,345,2013/2014
16, Dwight Gayle,342,2013/2014
17, Yacouba Sylla,342,2013/2014
18, Zoltán Gera,339,2013/2014
19, Dan Burn,338,2013/2014
0, Chicharito,338,2013/2014
1, Aiden McGeady,335,2013/2014
2, Joseph Yobo,329,2013/2014
3, Damien Duff,328,2013/2014
4, Andrea Dossena,325,2013/2014
5, Wilson Palacios,319,2013/2014
6, Stevan Jovetic,317,2013/2014
7, Libor Kozák,316,2013/2014
8, Javier Garrido,315,2013/2014
9, William Kvist,307,2013/2014
10, Steven Taylor,300,2013/2014
11, Paulo Gazzaniga,297,2013/2014
12, Elsad Zverotic,297,2013/2014
13, Juan Cala,288,2013/2014
14, Demba Ba,283,2013/2014
15, Dan Gosling,271,2013/2014
16, Diego Lugano,270,2013/2014
17, Harry Kane,266,2013/2014
18, Erik Lamela,265,2013/2014
19, Aleksandar Tonev,263,2013/2014
0, Jack Collison,261,2013/2014
1, Hugo Rodallega,258,2013/2014
2, José Campaña,256,2013/2014
3, Sammy Ameobi,251,2013/2014
4, Matej Vydra,249,2013/2014
5, Stuart O'Keefe,247,2013/2014
6, Costel Pantilimon,245,2013/2014
7, Glenn Murray,242,2013/2014
8, Matthew Etherington,236,2013/2014
9, Adlène Guédioura,236,2013/2014
10, Iago Aspas,230,2013/2014
11, Cauley Woodrow,229,2013/2014
12, Jerome Thomas,214,2013/2014
13, Pablo Armero,210,2013/2014
14, Jos Hooiveld,209,2013/2014
15, Mahamadou Diarra,204,2013/2014
16, Sylvain Marveaux,201,2013/2014
17, Magnus Wolff Eikrem,190,2013/2014
18, Daniel Fox,187,2013/2014
19, Tom Ince,183,2013/2014
0, Matthew Connolly,180,2013/2014
1, Joe Bennett,178,2013/2014
2, Kevin McNaughton,176,2013/2014
3, Jermain Defoe,171,2013/2014
4, Jonás Gutiérrez,169,2013/2014
5, Carlos Cuellar,168,2013/2014
6, Michael Essien,168,2013/2014
7, Álvaro Vázquez,164,2013/2014
8, Andy Wilkinson,164,2013/2014
9, Clint Dempsey,161,2013/2014
10, Antonio Nocerino,160,2013/2014
11, Grant Holt,159,2013/2014
12, Thievy,147,2013/2014
13, Jonathan Williams,145,2013/2014
14, Anderson,144,2013/2014
15, Kim Källström,141,2013/2014
16, Luis Alberto,140,2013/2014
17, Roger Johnson,135,2013/2014
18, Thomas Sørensen,135,2013/2014
